Date,Squad,Home_Away,Match_Half,Minute,Player,xG,PSxG,Outcome,Distance,Body Part,Notes,Player_SCA_1,Event_SCA_1,Player_SCA_2,Event_SCA_2
2023-05-06,Nashville,Home,1,45,Jacob Shaffelburg,0.05,,Blocked,11,Left Foot,,Hany Mukhtar,Pass (Live),,
2023-05-06,Nashville,Home,1,45+3,Hany Mukhtar (pen),0.79,0.95,Goal,13,Right Foot,,Dax McCarty,Fouled,Hany Mukhtar,Pass (Dead)
2023-05-06,Nashville,Home,2,54,Jack Maher,0.19,0.12,Saved,4,Left Foot,,Jacob Shaffelburg,Fouled,Daniel Lovitz,Pass (Live)
2023-05-06,Nashville,Home,2,59,Dax McCarty,0.02,,Blocked,31,Right Foot,Volley,,,,
2023-05-06,Nashville,Home,2,60,Jack Maher,0.07,,Off Target,8,Left Foot,,Hany Mukhtar,Pass (Live),Dax McCarty,Pass (Live)
2023-05-06,Nashville,Home,2,60,Lukas MacNaughton,0.13,,Blocked,8,Head,,Jack Maher,Shot,,
2023-05-06,Nashville,Home,2,60,Lukas MacNaughton,0.27,0.65,Saved,5,Right Foot,Deflected,Lukas MacNaughton,Shot,,
2023-05-06,Nashville,Home,2,60,Hany Mukhtar,0.10,,Blocked,9,Right Foot,,Lukas MacNaughton,Shot,,
2023-05-06,Nashville,Home,2,60,Hany Mukhtar,0.11,,Blocked,10,Right Foot,,Hany Mukhtar,Shot,,
2023-05-06,Nashville,Home,2,60,Jack Maher,0.10,,Blocked,9,Right Foot,Volley,Hany Mukhtar,Shot,,
2023-05-06,Nashville,Home,2,62,Alex Muyl,0.18,,Off Target,5,Right Foot,Volley,Daniel Lovitz,Pass (Dead),Jack Maher,Shot
2023-05-06,Nashville,Home,2,66,Hany Mukhtar,0.38,0.76,Saved,15,Right Foot,,Hany Mukhtar,Take-On,Jacob Shaffelburg,Pass (Live)
2023-05-06,Nashville,Home,2,70,Hany Mukhtar (pen),0.79,0.99,Goal,13,Right Foot,,Jacob Shaffelburg,Fouled,Jacob Shaffelburg,Take-On
2023-05-06,Nashville,Home,2,81,Fafà Picault,0.05,,Blocked,17,Right Foot,,Ethan Zubak,Pass (Live),,
2023-05-06,Nashville,Home,2,82,Ethan Zubak,0.12,,Off Target,5,Head,,Hany Mukhtar,Pass (Dead),Fafà Picault,Shot
2023-05-06,Nashville,Home,2,83,Fafà Picault,0.06,0.29,Saved,12,Right Foot,,Ethan Zubak,Pass (Live),Hany Mukhtar,Pass (Live)
2023-05-06,Nashville,Home,2,90+1,Fafà Picault,0.13,0.28,Saved,20,Left Foot,,Fafà Picault,Take-On,Shaquell Moore,Pass (Live)
2023-05-06,Nashville,Home,2,90+1,Hany Mukhtar,0.30,0.78,Goal,8,Left Foot,,Fafà Picault,Shot,,
2023-05-06,Chicago Fire,Away,2,46,Xherdan Shaqiri,0.07,0.01,Saved,17,Left Foot,,Xherdan Shaqiri,Take-On,Gastón Giménez,Pass (Live)
2023-05-06,Chicago Fire,Away,2,51,Brian Gutiérrez,0.03,,Off Target,19,Right Foot,,Brian Gutiérrez,Take-On,Gastón Giménez,Pass (Live)
2023-05-06,Chicago Fire,Away,2,57,Brian Gutiérrez,0.20,0.19,Saved,18,Left Foot,,Xherdan Shaqiri,Pass (Live),Gastón Giménez,Pass (Live)
2023-05-06,Chicago Fire,Away,2,75,Federico Navarro,0.03,,Blocked,30,Left Foot,,Federico Navarro,Take-On,Brian Gutiérrez,Pass (Live)
2023-05-06,Chicago Fire,Away,2,90+3,Kei Kamara,0.08,0.07,Saved,20,Right Foot,,Federico Navarro,Pass (Live),Federico Navarro,Take-On
2023-05-06,Dynamo FC,Home,1,4,Iván Franco,0.08,0.22,Saved,19,Right Foot,,Corey Baird,Pass (Live),Adalberto Carrasquilla,Pass (Live)
2023-05-06,Dynamo FC,Home,1,6,Amine Bassi,0.06,,Off Target,23,Right Foot,,Corey Baird,Pass (Live),Iván Franco,Pass (Live)
2023-05-06,Dynamo FC,Home,1,7,Amine Bassi,0.05,,Off Target,13,Head,,Adalberto Carrasquilla,Pass (Live),Adalberto Carrasquilla,Take-On
2023-05-06,Dynamo FC,Home,1,10,Adalberto Carrasquilla,0.11,,Off Target,18,Left Foot,,Adalberto Carrasquilla,Take-On,Corey Baird,Pass (Live)
2023-05-06,Dynamo FC,Home,1,38,Corey Baird,0.08,0.09,Saved,16,Right Foot,,Adalberto Carrasquilla,Pass (Live),Daniel Steres,Pass (Live)
2023-05-06,Dynamo FC,Home,1,42,Corey Baird,0.11,,Woodwork,12,Right Foot,,Adalberto Carrasquilla,Pass (Live),Héctor Herrera,Pass (Live)
2023-05-06,Dynamo FC,Home,1,45,Artur,0.03,,Blocked,32,Right Foot,,Adalberto Carrasquilla,Pass (Live),Corey Baird,Pass (Live)
2023-05-06,Dynamo FC,Home,2,55,Héctor Herrera,0.07,0.07,Saved,22,Right Foot,Deflected,Iván Franco,Pass (Live),Franco Escobar,Pass (Live)
2023-05-06,Dynamo FC,Home,2,68,Amine Bassi,0.02,,Off Target,29,Right Foot,,Franco Escobar,Pass (Live),Franco Escobar,Tackle
2023-05-06,Dynamo FC,Home,2,72,Sebastián Ferreira,0.05,,Blocked,21,Right Foot,,Adalberto Carrasquilla,Pass (Live),Amine Bassi,Pass (Live)
2023-05-06,Dynamo FC,Home,2,73,Ethan Bartlow,0.03,,Off Target,13,Head,,Héctor Herrera,Pass (Dead),Sebastián Ferreira,Shot
2023-05-06,Dynamo FC,Home,2,73,Ethan Bartlow,0.07,0.02,Saved,13,Other,,Héctor Herrera,Pass (Live),,
2023-05-06,Dynamo FC,Home,2,77,Héctor Herrera,0.04,,Blocked,28,Right Foot,,Amine Bassi,Pass (Live),Artur,Pass (Live)
2023-05-06,Dynamo FC,Home,2,79,Adalberto Carrasquilla,0.03,,Off Target,28,Right Foot,,Amine Bassi,Pass (Live),Sebastián Ferreira,Pass (Live)
2023-05-06,Dynamo FC,Home,2,81,Adalberto Carrasquilla,0.15,,Off Target,12,Right Foot,,Amine Bassi,Pass (Live),Franco Escobar,Pass (Live)
2023-05-06,Dynamo FC,Home,2,88,Sebastián Ferreira,0.10,,Off Target,17,Right Foot,,Nelson Quiñones,Pass (Live),Micael,Pass (Live)
2023-05-06,Real Salt Lake,Away,1,1,Jefferson Savarino,0.02,,Off Target,26,Right Foot,,Rubio Rubin,Pass (Live),,
2023-05-06,Real Salt Lake,Away,1,9,Maikel Chang,0.04,0.13,Saved,14,Right Foot,Volley,Jefferson Savarino,Pass (Live),Bryan Oviedo,Pass (Live)
2023-05-06,Real Salt Lake,Away,1,16,Maikel Chang,0.04,,Off Target,21,Left Foot,,Braian Ojeda,Pass (Live),Bertin Jacquesson,Pass (Live)
2023-05-06,Real Salt Lake,Away,1,29,Bertin Jacquesson,0.08,,Off Target,21,Left Foot,,Braian Ojeda,Pass (Live),Maikel Chang,Pass (Live)
2023-05-06,Real Salt Lake,Away,1,36,Jefferson Savarino,0.17,0.21,Saved,11,Left Foot,,Jefferson Savarino,Take-On,Bertin Jacquesson,Pass (Live)
2023-05-06,Real Salt Lake,Away,1,40,Bertin Jacquesson,0.24,0.33,Saved,13,Right Foot,Volley,Rubio Rubin,Pass (Live),Andrew Brody,Pass (Dead)
2023-05-06,Real Salt Lake,Away,1,41,Jefferson Savarino,0.05,,Blocked,17,Left Foot,,Jefferson Savarino,Pass (Live),Maikel Chang,Pass (Live)
2023-05-06,Real Salt Lake,Away,2,46,Rubio Rubin,0.05,,Blocked,25,Left Foot,,Bertin Jacquesson,Pass (Live),Emeka Eneli,Pass (Live)
2023-05-06,Real Salt Lake,Away,2,66,Carlos Gómez,0.06,0.02,Saved,12,Right Foot,,Bertin Jacquesson,Pass (Live),Rubio Rubin,Pass (Live)
2023-05-06,Real Salt Lake,Away,2,66,Jefferson Savarino,0.10,,Off Target,18,Left Foot,Volley,Carlos Gómez,Shot,,
2023-05-06,Real Salt Lake,Away,2,74,Braian Ojeda,0.02,0.47,Saved,27,Right Foot,Deflected,Jefferson Savarino,Pass (Live),Zac MacMath,Pass (Live)
2023-05-06,Real Salt Lake,Away,2,87,Diego Luna,0.04,,Off Target,20,Left Foot,,Diego Luna,Pass (Live),Braian Ojeda,Pass (Live)
2023-05-06,Real Salt Lake,Away,2,90+5,Carlos Gómez,0.14,,Saved off Target,15,Left Foot,,Carlos Gómez,Take-On,Andrew Brody,Pass (Live)
2023-05-06,Portland Timbers,Home,1,9,Juan Mosquera,0.13,,Off Target,13,Right Foot,,Evander,Pass (Live),Juan Mosquera,Tackle
2023-05-06,Portland Timbers,Home,1,33,Larrys Mabiala,0.12,,Blocked,11,Right Foot,,Santiago Moreno,Pass (Live),Santiago Moreno,Fouled
2023-05-06,Portland Timbers,Home,1,33,Dario Župarić,0.07,0.59,Goal,5,Head,,Evander,Pass (Live),Larrys Mabiala,Shot
2023-05-06,Portland Timbers,Home,2,53,Cristhian Paredes,0.08,0.09,Saved,19,Right Foot,,Juan Mosquera,Pass (Live),Santiago Moreno,Pass (Live)
2023-05-06,Portland Timbers,Home,2,71,Claudio Bravo,0.03,0.35,Goal,26,Left Foot,,Evander,Pass (Live),Santiago Moreno,Pass (Live)
2023-05-06,Portland Timbers,Home,2,74,Franck Boli,0.12,,Off Target,10,Left Foot,,Franck Boli,Take-On,Aljaž Ivačič,Pass (Dead)
2023-05-06,Portland Timbers,Home,2,85,Evander,0.02,,Blocked,25,Right Foot,,Santiago Moreno,Pass (Live),Evander,Pass (Dead)
2023-05-06,Portland Timbers,Home,2,85,Jarosław Niezgoda,0.11,,Off Target,6,Left Foot,,Evander,Shot,,
2023-05-06,Portland Timbers,Home,2,90+5,Larrys Mabiala,0.11,,Off Target,8,Head,,Evander,Pass (Dead),Juan Mosquera,Pass (Dead)
2023-05-06,Austin,Away,1,8,Leo Väisänen,0.07,,Off Target,9,Head,,Emiliano Rigoni,Pass (Live),Daniel Pereira,Pass (Live)
2023-05-06,Austin,Away,1,25,Alexander Ring,0.02,,Blocked,30,Left Foot,,Emiliano Rigoni,Take-On,Adam Lundqvist,Pass (Dead)
2023-05-06,Austin,Away,1,42,Emiliano Rigoni,0.09,0.04,Saved,13,Head,,Rodney Redes,Pass (Live),Daniel Pereira,Pass (Live)
2023-05-06,Austin,Away,2,55,Emiliano Rigoni,0.11,,Off Target,9,Right Foot,,Gyasi Zardes,Pass (Live),Adam Lundqvist,Pass (Live)
2023-05-06,Austin,Away,2,59,Jon Gallagher,0.34,0.77,Goal,5,Head,,Emiliano Rigoni,Pass (Live),Owen Wolff,Pass (Live)
2023-05-06,Austin,Away,2,73,Leo Väisänen,0.06,,Off Target,10,Head,,Emiliano Rigoni,Pass (Dead),,
2023-05-06,Austin,Away,2,75,Owen Wolff,0.05,,Blocked,16,Right Foot,,,,,
2023-05-06,Austin,Away,2,77,Gyasi Zardes,0.19,,Off Target,8,Head,,Adam Lundqvist,Pass (Live),Owen Wolff,Pass (Live)
2023-05-06,Austin,Away,2,81,Emiliano Rigoni,0.03,0.01,Saved,26,Right Foot,Deflected,Gyasi Zardes,Pass (Live),Owen Wolff,Pass (Live)
2023-05-06,Austin,Away,2,90,Maximiliano Urruti,0.03,,Blocked,16,Right Foot,,Owen Wolff,Pass (Live),Owen Wolff,Take-On
2023-05-06,Austin,Away,2,90+2,Will Bruin,0.25,0.81,Goal,8,Head,,Owen Wolff,Pass (Live),Ethan Finlay,Pass (Live)
2023-05-06,LA Galaxy,Home,1,2,Marky Delgado,0.02,0.28,Saved,31,Right Foot,,Riqui Puig,Pass (Live),Martín Cáceres,Pass (Live)
2023-05-06,LA Galaxy,Home,1,17,Gastón Brugman,0.03,,Off Target,24,Right Foot,,Julián Aude,Pass (Live),Dejan Joveljić,Pass (Live)
2023-05-06,LA Galaxy,Home,1,34,Oriol Rosell,0.02,,Blocked,28,Left Foot,Volley,Dejan Joveljić,Take-On,Riqui Puig,Pass (Live)
2023-05-06,LA Galaxy,Home,1,40,Riqui Puig,0.25,,Blocked,6,Right Foot,,Marky Delgado,Pass (Live),Lucas Calegari,Pass (Live)
2023-05-06,LA Galaxy,Home,1,42,Gastón Brugman,0.02,0.09,Saved,26,Left Foot,,Javier Hernández,Pass (Live),Lucas Calegari,Pass (Live)
2023-05-06,LA Galaxy,Home,1,44,Javier Hernández,0.02,,Off Target,27,Right Foot,,Lucas Calegari,Pass (Live),Marky Delgado,Pass (Live)
2023-05-06,LA Galaxy,Home,1,45+3,Riqui Puig,0.02,,Blocked,24,Right Foot,,Gastón Brugman,Pass (Live),Lucas Calegari,Pass (Live)
2023-05-06,LA Galaxy,Home,2,50,Julián Aude,0.03,,Off Target,12,Head,,Tyler Boyd,Pass (Live),,
2023-05-06,LA Galaxy,Home,2,50,Gastón Brugman,0.03,,Off Target,22,Right Foot,Volley,Julián Aude,Shot,,
2023-05-06,LA Galaxy,Home,2,52,Dejan Joveljić,0.13,,Blocked,6,Right Foot,Volley,Tyler Boyd,Pass (Live),Javier Hernández,Pass (Live)
2023-05-06,LA Galaxy,Home,2,57,Dejan Joveljić,0.18,,Off Target,7,Head,,Tyler Boyd,Pass (Live),Riqui Puig,Pass (Live)
2023-05-06,LA Galaxy,Home,2,62,Tyler Boyd,0.06,0.04,Saved,15,Left Foot,Volley,Julián Aude,Pass (Live),Gastón Brugman,Pass (Live)
2023-05-06,LA Galaxy,Home,2,63,Riqui Puig,0.06,0.58,Saved,16,Right Foot,,Dejan Joveljić,Pass (Live),Riqui Puig,Pass (Live)
2023-05-06,LA Galaxy,Home,2,72,Preston Judd,0.04,,Off Target,26,Right Foot,,Gastón Brugman,Pass (Live),Riqui Puig,Pass (Live)
2023-05-06,LA Galaxy,Home,2,75,Preston Judd,0.10,0.03,Saved,13,Head,,Julián Aude,Pass (Live),Gastón Brugman,Pass (Live)
2023-05-06,LA Galaxy,Home,2,87,Riqui Puig,0.06,,Blocked,26,Right Foot,,Javier Hernández,Pass (Live),Riqui Puig,Pass (Live)
2023-05-06,LA Galaxy,Home,2,87,Efrain Alvarez,0.05,,Blocked,16,Right Foot,,Javier Hernández,Pass (Live),Gastón Brugman,Pass (Live)
2023-05-06,LA Galaxy,Home,2,87,Riqui Puig,0.06,,Blocked,17,Right Foot,,Efrain Alvarez,Shot,,
2023-05-06,LA Galaxy,Home,2,88,Javier Hernández,0.21,0.07,Saved,4,Right Foot,,Efrain Alvarez,Pass (Live),Tyler Boyd,Pass (Live)
2023-05-06,LA Galaxy,Home,2,89,Preston Judd,0.84,0.99,Goal,1,Right Foot,,Lucas Calegari,Pass (Live),Martín Cáceres,Pass (Live)
2023-05-06,LA Galaxy,Home,2,90+3,Gastón Brugman,0.02,,Off Target,28,Right Foot,,Riqui Puig,Pass (Live),Martín Cáceres,Pass (Live)
2023-05-06,Colorado Rapids,Away,1,14,Lalas Abubakar,0.09,0.12,Goal,9,Head,,Connor Ronan,Pass (Dead),Sam Nicholson,Pass (Live)
2023-05-06,Colorado Rapids,Away,1,23,Kevin Cabral,0.05,0.55,Saved,16,Left Foot,,Kevin Cabral,Take-On,Kevin Cabral,Take-On
2023-05-06,Colorado Rapids,Away,1,30,Max,0.04,,Off Target,18,Right Foot,,Lalas Abubakar,Pass (Live),,
2023-05-06,Colorado Rapids,Away,1,35,Max,0.01,,Blocked,34,Left Foot,,Andreas Maxsø,Pass (Dead),Danny Wilson,Fouled
2023-05-06,Colorado Rapids,Away,1,38,Kevin Cabral,0.04,,Off Target,18,Right Foot,,Sam Nicholson,Pass (Live),Max,Pass (Live)
2023-05-06,Colorado Rapids,Away,1,42,Connor Ronan,0.01,,Off Target,39,Right Foot,,Keegan Rosenberry,Pass (Live),Connor Ronan,Pass (Live)
2023-05-06,Colorado Rapids,Away,2,65,Connor Ronan,0.02,0.23,Saved,27,Right Foot,,Diego Rubio,Pass (Live),Connor Ronan,Pass (Live)
2023-05-06,Colorado Rapids,Away,2,65,Kevin Cabral,0.49,0.39,Goal,13,Right Foot,,Diego Rubio,Pass (Live),Connor Ronan,Pass (Live)
2023-05-06,Colorado Rapids,Away,2,81,Jonathan Lewis,0.18,0.89,Goal,10,Left Foot,,Connor Ronan,Pass (Live),Jonathan Lewis,Pass (Live)
2023-05-06,Colorado Rapids,Away,2,90+4,Braian Galván,0.04,,Off Target,33,Left Foot,Free kick,Danny Leyva,Fouled,Keegan Rosenberry,Pass (Live)
2023-05-06,Vancouver,Home,1,15,Pedro Vite,0.06,,Blocked,17,Left Foot,,Alessandro Schöpf,Pass (Live),Alessandro Schöpf,Take-On
2023-05-06,Vancouver,Home,1,16,Javain Brown,0.11,,Off Target,5,Head,,Ryan Gauld,Pass (Dead),Pedro Vite,Shot
2023-05-06,Vancouver,Home,1,17,Brian White,0.46,0.53,Goal,16,Right Foot,,Andrés Cubas,Pass (Live),,
2023-05-06,Vancouver,Home,1,19,Ryan Gauld,0.04,,Blocked,16,Left Foot,,Brian White,Pass (Live),Julian Gressel,Pass (Live)
2023-05-06,Vancouver,Home,1,29,Julian Gressel,0.04,,Blocked,30,Right Foot,Free kick,Ranko Veselinović,Fouled,Julian Gressel,Pass (Live)
2023-05-06,Vancouver,Home,1,39,Julian Gressel,0.04,,Off Target,16,Right Foot,,Alessandro Schöpf,Pass (Live),Julian Gressel,Pass (Live)
2023-05-06,Vancouver,Home,1,40,Ranko Veselinović,0.13,,Off Target,5,Head,,Julian Gressel,Pass (Dead),,
2023-05-06,Vancouver,Home,1,45,Brian White,0.51,0.49,Saved,10,Left Foot,,Julian Gressel,Pass (Live),Pedro Vite,Pass (Live)
2023-05-06,Vancouver,Home,1,45+2,Pedro Vite,0.15,,Off Target,11,Head,,Ryan Gauld,Pass (Live),Pedro Vite,Pass (Live)
2023-05-06,Vancouver,Home,2,52,Brian White,0.36,0.87,Goal,2,Left Foot,,Ranko Veselinović,Pass (Live),Julian Gressel,Pass (Dead)
2023-05-06,Vancouver,Home,2,56,Simon Becher,0.28,0.81,Goal,13,Left Foot,,Ryan Gauld,Pass (Live),,
2023-05-06,Vancouver,Home,2,61,Simon Becher,0.22,,Off Target,12,Left Foot,,Javain Brown,Pass (Live),Pedro Vite,Tackle
2023-05-06,Vancouver,Home,2,74,Pedro Vite,0.06,0.19,Saved,26,Left Foot,,Tristan Blackmon,Pass (Live),,
2023-05-06,Vancouver,Home,2,75,Russell Teibert,0.02,,Off Target,34,Left Foot,,,,,
2023-05-06,Vancouver,Home,2,90+1,Pedro Vite,0.15,,Blocked,13,Left Foot,,Simon Becher,Pass (Live),Simon Becher,Take-On
2023-05-06,Vancouver,Home,2,90+1,Russell Teibert,0.06,,Blocked,15,Left Foot,,Pedro Vite,Shot,,
2023-05-06,Vancouver,Home,2,90+5,Ryan Raposo,0.02,0.23,Saved,29,Right Foot,,Pedro Vite,Pass (Live),,
2023-05-06,Minnesota Utd,Away,1,8,Jeong Sangbin,0.08,,Blocked,14,Right Foot,,Wil Trapp,Pass (Live),Robin Lod,Pass (Live)
2023-05-06,Minnesota Utd,Away,1,26,Bongokuhle Hlongwane,0.02,,Blocked,26,Right Foot,,Robin Lod,Pass (Live),,
2023-05-06,Minnesota Utd,Away,1,33,Robin Lod,0.25,0.93,Saved,4,Head,,Jeong Sangbin,Pass (Dead),Kemar Lawrence,Pass (Dead)
2023-05-06,Minnesota Utd,Away,1,33,Michael Boxall,0.41,0.93,Goal,3,Right Foot,Deflected,Robin Lod,Shot,,
2023-05-06,Minnesota Utd,Away,2,48,Jeong Sangbin,0.02,,Blocked,22,Right Foot,,Franco Fragapane,Pass (Live),Bongokuhle Hlongwane,Pass (Live)
2023-05-06,Minnesota Utd,Away,2,62,Bongokuhle Hlongwane,0.04,0.14,Saved,13,Right Foot,,Jeong Sangbin,Pass (Live),Bongokuhle Hlongwane,Pass (Live)
2023-05-06,Minnesota Utd,Away,2,65,Jeong Sangbin,0.57,0.85,Goal,14,Right Foot,,Robin Lod,Pass (Live),Bongokuhle Hlongwane,Pass (Live)
2023-05-06,Minnesota Utd,Away,2,71,Mender García,0.50,,Off Target,8,Left Foot,,D.J. Taylor,Pass (Live),Robin Lod,Pass (Live)
2023-05-06,Minnesota Utd,Away,2,72,Mender García,0.34,0.69,Saved,13,Right Foot,,Kemar Lawrence,Pass (Live),Miguel Tapias,Pass (Live)
2023-05-06,Minnesota Utd,Away,2,90+3,Kemar Lawrence,0.13,,Off Target,8,Left Foot,,Mender García,Pass (Live),D.J. Taylor,Pass (Live)
2023-05-06,Minnesota Utd,Away,2,90+5,Jeong Sangbin,0.08,,Off Target,21,Right Foot,,D.J. Taylor,Pass (Live),Michael Boxall,Pass (Live)
2023-05-13,Chicago Fire,Home,1,3,Gastón Giménez,0.03,,Off Target,26,Left Foot,,Federico Navarro,Take-On,Xherdan Shaqiri,Pass (Live)
2023-05-13,Chicago Fire,Home,1,5,Kei Kamara,0.09,0.23,Saved,11,Right Foot,,Gastón Giménez,Pass (Live),Xherdan Shaqiri,Pass (Live)
2023-05-13,Chicago Fire,Home,1,5,Kei Kamara,0.01,0.06,Saved,14,Head,,Gastón Giménez,Pass (Live),Brian Gutiérrez,Pass (Live)
2023-05-13,Chicago Fire,Home,1,9,Fabian Herbers,0.15,0.26,Saved,16,Right Foot,,Xherdan Shaqiri,Pass (Live),Brian Gutiérrez,Pass (Live)
2023-05-13,Chicago Fire,Home,1,11,Kei Kamara,0.17,0.58,Saved,11,Head,,Xherdan Shaqiri,Pass (Live),Fabian Herbers,Pass (Live)
2023-05-13,Chicago Fire,Home,1,40,Rafael Czichos,0.24,0.75,Goal,6,Left Foot,,Xherdan Shaqiri,Pass (Dead),Brian Gutiérrez,Fouled
2023-05-13,Chicago Fire,Home,2,48,Fabian Herbers,0.07,,Woodwork,21,Right Foot,Volley,Kei Kamara,Pass (Live),Brian Gutiérrez,Pass (Live)
2023-05-13,Chicago Fire,Home,2,82,Xherdan Shaqiri,0.11,,Blocked,18,Left Foot,,Georgios Koutsias,Pass (Live),Kacper Przybyłko,Pass (Live)
2023-05-13,Chicago Fire,Home,2,87,Georgios Koutsias,0.07,0.41,Saved,23,Left Foot,,Xherdan Shaqiri,Pass (Live),Brian Gutiérrez,Pass (Live)
2023-05-13,St. Louis,Away,1,6,Eduard Löwen,0.03,,Off Target,32,Right Foot,,Eduard Löwen,Take-On,Lucas Bartlett,Pass (Live)
2023-05-13,St. Louis,Away,1,18,Tomáš Ostrák,0.02,,Off Target,23,Right Foot,Volley,Eduard Löwen,Fouled,Kyle Hiebert,Pass (Live)
2023-05-13,St. Louis,Away,1,36,Kyle Hiebert,0.04,0.11,Saved,13,Head,,Eduard Löwen,Pass (Dead),Nicholas Gioacchini,Fouled
2023-05-13,St. Louis,Away,1,45+1,Célio Pompeu,0.17,0.03,Saved,10,Left Foot,,Célio Pompeu,Take-On,,
2023-05-13,St. Louis,Away,2,52,Eduard Löwen,0.04,,Off Target,22,Right Foot,,Célio Pompeu,Pass (Live),Célio Pompeu,Take-On
2023-05-13,St. Louis,Away,2,55,John Nelson,0.09,,Blocked,13,Right Foot,,,,,
2023-05-13,St. Louis,Away,2,84,Isak Jensen,0.03,,Blocked,13,Head,,Jared Stroud,Pass (Dead),Jared Stroud,Tackle
2023-05-13,St. Louis,Away,2,90,Célio Pompeu,0.03,,Off Target,23,Right Foot,Volley,Kyle Hiebert,Pass (Dead),Indiana Vassilev,Pass (Live)
2023-05-13,St. Louis,Away,2,90,Kyle Hiebert,0.02,,Off Target,23,Left Foot,Volley,Jared Stroud,Pass (Live),Njabulo Blom,Pass (Live)
2023-05-13,Atlanta Utd,Home,1,7,Caleb Wiley,0.14,,Off Target,17,Left Foot,,Luiz Araújo,Pass (Live),Luiz Araújo,Take-On
2023-05-13,Atlanta Utd,Home,1,16,Luiz Araújo,0.09,0.86,Saved,14,Left Foot,,Brooks Lennon,Pass (Live),Thiago Almada,Pass (Live)
2023-05-13,Atlanta Utd,Home,1,36,Andrew Gutman,0.14,,Off Target,8,Left Foot,,Thiago Almada,Pass (Live),Andrew Gutman,Pass (Live)
2023-05-13,Atlanta Utd,Home,1,37,Luiz Araújo,0.04,,Off Target,28,Left Foot,,Thiago Almada,Pass (Live),Amar Sejdic,Pass (Live)
2023-05-13,Atlanta Utd,Home,1,38,Luiz Araújo,0.03,,Off Target,24,Left Foot,,Brooks Lennon,Pass (Live),Thiago Almada,Pass (Live)
2023-05-13,Atlanta Utd,Home,1,45+1,Andrew Gutman,0.04,,Off Target,22,Left Foot,,Thiago Almada,Pass (Live),Amar Sejdic,Pass (Live)
2023-05-13,Atlanta Utd,Home,2,63,Juan José Sánchez,0.05,,Off Target,12,Head,,Brooks Lennon,Pass (Dead),,
2023-05-13,Atlanta Utd,Home,2,82,Thiago Almada,0.03,,Blocked,22,Right Foot,,Brooks Lennon,Pass (Live),Giorgos Giakoumakis,Pass (Live)
2023-05-13,Atlanta Utd,Home,2,82,Giorgos Giakoumakis,0.03,,Woodwork,10,Head,,Thiago Almada,Pass (Dead),Thiago Almada,Shot
2023-05-13,Atlanta Utd,Home,2,86,Juan José Sánchez,0.19,0.94,Goal,4,Head,,Thiago Almada,Pass (Dead),Thiago Almada,Fouled
2023-05-13,Atlanta Utd,Home,2,90+2,Giorgos Giakoumakis,0.23,,Off Target,5,Head,,Thiago Almada,Pass (Live),Brooks Lennon,Pass (Live)
2023-05-13,Charlotte,Away,1,18,Justin Meram,0.43,0.95,Goal,7,Right Foot,,Ashley Westwood,Pass (Live),Jaylin Lindsey,Pass (Live)
2023-05-13,Charlotte,Away,2,52,Karol Świderski (pen),0.79,0.98,Goal,13,Left Foot,,Kamil Jóźwiak,Fouled,Karol Świderski,Pass (Live)
2023-05-13,Charlotte,Away,2,57,Justin Meram,0.56,0.90,Goal,11,Right Foot,,Kamil Jóźwiak,Pass (Live),Jaylin Lindsey,Pass (Live)
2023-05-13,Charlotte,Away,2,69,Jaylin Lindsey,0.04,,Off Target,14,Right Foot,,,,,
2023-05-13,Charlotte,Away,2,88,Brandon Cambridge,0.39,,Off Target,12,Left Foot,,Karol Świderski,Pass (Live),McKinze Gaines,Pass (Live)
2023-05-13,Charlotte,Away,2,90+7,Justin Meram,0.06,0.14,Saved,25,Right Foot,,Brandt Bronico,Pass (Live),McKinze Gaines,Pass (Live)
2023-05-13,Columbus Crew,Home,1,11,Cucho,0.02,,Off Target,28,Right Foot,,,,,
2023-05-13,Columbus Crew,Home,1,12,Jacen Russell-Rowe,0.07,,Blocked,16,Right Foot,,Cucho,Pass (Live),Cucho,Take-On
2023-05-13,Columbus Crew,Home,1,13,Cucho,0.08,,Off Target,14,Right Foot,,Aidan Morris,Pass (Live),Yaw Yeboah,Pass (Dead)
2023-05-13,Columbus Crew,Home,1,18,Jacen Russell-Rowe,0.29,,Off Target,3,Right Foot,Volley,Cucho,Pass (Live),Steven Moreira,Pass (Live)
2023-05-13,Columbus Crew,Home,1,31,Aidan Morris,0.11,,Off Target,20,Right Foot,,Mohamed Farsi,Pass (Live),Cucho,Pass (Live)
2023-05-13,Columbus Crew,Home,1,37,Cucho,0.09,,Off Target,15,Right Foot,,Yaw Yeboah,Pass (Live),Gustavo Vallecilla,Pass (Live)
2023-05-13,Columbus Crew,Home,1,39,Darlington Nagbe,0.90,0.98,Goal,2,Left Foot,,Alexandru Mățan,Pass (Live),Cucho,Pass (Live)
2023-05-13,Columbus Crew,Home,1,45+2,Jacen Russell-Rowe,0.61,0.93,Goal,5,Left Foot,,Mohamed Farsi,Pass (Live),Cucho,Pass (Live)
2023-05-13,Columbus Crew,Home,1,45+4,Alexandru Mățan,0.16,,Blocked,9,Right Foot,,Aidan Morris,Pass (Live),Aidan Morris,Take-On
2023-05-13,Columbus Crew,Home,2,51,Cucho,0.09,,Off Target,19,Right Foot,,Yaw Yeboah,Pass (Live),,
